i2i_by_feature,i2i_after_sign,i2i_prec_radius_2,i2i_recall_radius_2,i2i_map_radius_2,build_time,validation_time
0.5001826579059336,0.5004305709439028,0.5011306599949463,0.6396509655227582,0.5021647881241073,781.554351568222,761.0768985748291
