Hash Size,Image Shape,Image Type,C-Val,Accuracy,Precision,Recall,Fit Time,Average Query Time
8,"(64, 64)",grayscale/string_image,0.1,0.4997333333333333,0.4954905208908522,0.7269781258439103,8.750999927520752,0.0004020000139872233
8,"(64, 64)",grayscale/string_image,10.0,0.4997333333333333,0.4954905208908522,0.7269781258439103,9.133000135421753,0.0004129333178202311
8,"(64, 64)",grayscale/string_image,100.0,0.4997333333333333,0.4954905208908522,0.7269781258439103,9.01200008392334,0.0004206666628519694
8,"(64, 64)",grayscale/string_image,1000.0,0.4997333333333333,0.4954905208908522,0.7269781258439103,8.944000005722046,0.00041613334019978843
8,"(48, 64)",blackwhite/string_image,0.001,0.49066666666666664,0.49066666666666664,1.0,6.564000129699707,0.0002843999862670898
8,"(48, 64)",blackwhite/string_image,0.01,0.49066666666666664,0.49066666666666664,1.0,6.944000005722046,0.0002989333470662435
8,"(48, 64)",blackwhite/string_image,0.1,0.49066666666666664,0.49066666666666664,1.0,6.773999929428101,0.00028053334554036457
8,"(48, 64)",blackwhite/string_image,10.0,0.4812,0.4839981798877597,0.8671195652173913,7.293999910354614,0.00028306668599446615
8,"(48, 64)",blackwhite/string_image,100.0,0.4812,0.4839981798877597,0.8671195652173913,6.865000009536743,0.0002598666508992513
8,"(48, 64)",blackwhite/string_image,1000.0,0.4812,0.4839981798877597,0.8671195652173913,6.740999937057495,0.00026719999313354494
8,"(48, 64)",color/string_image/not_smooth,0.001,0.4865333333333333,0.0,0.0,4.691999912261963,0.00019480002721150715
8,"(48, 64)",color/string_image/not_smooth,0.01,0.4865333333333333,0.0,0.0,5.115999937057495,0.000220799986521403
8,"(48, 64)",color/string_image/not_smooth,0.1,0.492,0.5872340425531914,0.03583484809140483,5.223999977111816,0.00020279998779296874
8,"(48, 64)",color/string_image/not_smooth,10.0,0.492,0.5872340425531914,0.03583484809140483,5.5,0.00022239999771118165
8,"(48, 64)",color/string_image/not_smooth,100.0,0.492,0.5872340425531914,0.03583484809140483,5.759000062942505,0.00019600000381469728
8,"(48, 64)",color/string_image/not_smooth,1000.0,0.492,0.5872340425531914,0.03583484809140483,5.315000057220459,0.0002003999710083008
8,"(48, 64)",color/string_image/smooth,0.001,0.4928,0.4928,1.0,4.5909998416900635,0.00019586668014526368
8,"(48, 64)",color/string_image/smooth,0.01,0.4928,0.4928,1.0,4.7149999141693115,0.00020573333104451498
8,"(48, 64)",color/string_image/smooth,0.1,0.4928,0.4928,1.0,4.671000003814697,0.0002043999989827474
8,"(48, 64)",color/string_image/smooth,10.0,0.4928,0.4928,1.0,4.950000047683716,0.00021346667607625327
8,"(48, 64)",color/string_image/smooth,100.0,0.4928,0.4928,1.0,4.957000017166138,0.00020146665573120116
8,"(48, 64)",color/string_image/smooth,1000.0,0.4928,0.4928,1.0,4.884000062942505,0.00024946667353312174
8,"(48, 64)",color/full_image/not_smooth,0.001,0.4962666666666667,0.0,0.0,4.203000068664551,0.00017999998728434244
8,"(48, 64)",color/full_image/not_smooth,0.01,0.4962666666666667,0.0,0.0,4.198000192642212,0.000187066650390625
8,"(48, 64)",color/full_image/not_smooth,0.1,0.4962666666666667,0.0,0.0,4.508999824523926,0.0001977333386739095
8,"(48, 64)",color/full_image/not_smooth,10.0,0.4962666666666667,0.0,0.0,4.7129998207092285,0.00019400002161661784
8,"(48, 64)",color/full_image/not_smooth,100.0,0.4962666666666667,0.0,0.0,4.726999998092651,0.00020319999059041343
8,"(48, 64)",color/full_image/not_smooth,1000.0,0.4962666666666667,0.0,0.0,5.0290000438690186,0.00019840002059936523
8,"(48, 64)",color/full_image/smooth,0.001,0.4938666666666667,0.4938666666666667,1.0,4.550999879837036,0.0001856000264485677
8,"(48, 64)",color/full_image/smooth,0.01,0.4938666666666667,0.4938666666666667,1.0,4.299999952316284,0.00018400001525878905
8,"(48, 64)",color/full_image/smooth,0.1,0.4938666666666667,0.4938666666666667,1.0,4.2840001583099365,0.0001838666598002116
8,"(48, 64)",color/full_image/smooth,10.0,0.4938666666666667,0.4938666666666667,1.0,4.3420000076293945,0.000194266668955485
8,"(48, 64)",color/full_image/smooth,100.0,0.4938666666666667,0.4938666666666667,1.0,4.751000165939331,0.00019839998881022135
8,"(48, 64)",color/full_image/smooth,1000.0,0.4938666666666667,0.4938666666666667,1.0,4.468999862670898,0.00018626667658487955
8,"(48, 64)",color/string_image/smooth,0.001,0.4997333333333333,0.4997333333333333,1.0,5.164000034332275,0.00021906665166219075
8,"(48, 64)",color/string_image/smooth,0.01,0.5028,0.5345454545454545,0.03922091782283885,4.914000034332275,0.00021053333282470703
8,"(48, 64)",color/string_image/smooth,0.1,0.5028,0.5345454545454545,0.03922091782283885,4.925999879837036,0.0002106666882832845
8,"(48, 64)",color/string_image/smooth,10.0,0.5028,0.5345454545454545,0.03922091782283885,5.016000032424927,0.00022039998372395833
8,"(48, 64)",color/string_image/smooth,100.0,0.5028,0.5345454545454545,0.03922091782283885,5.097999811172485,0.00023066666920979818
8,"(48, 64)",color/string_image/smooth,1000.0,0.5028,0.5345454545454545,0.03922091782283885,5.244999885559082,0.00022653334935506184
8,"(48, 64)",grayscale/full_image,0.001,0.4938666666666667,0.4938666666666667,1.0,7.70799994468689,0.00034720001220703127
8,"(48, 64)",grayscale/full_image,0.01,0.4938666666666667,0.4938666666666667,1.0,7.690000057220459,0.000357866636912028
8,"(48, 64)",grayscale/full_image,0.1,0.4938666666666667,0.4938666666666667,1.0,7.360999822616577,0.0003346666653951009
8,"(48, 64)",grayscale/full_image,10.0,0.4965333333333333,0.49381443298969074,0.7759179265658748,7.508999824523926,0.0003348000208536784
8,"(48, 64)",grayscale/full_image,100.0,0.4965333333333333,0.49381443298969074,0.7759179265658748,7.124000072479248,0.000320799986521403
8,"(48, 64)",grayscale/full_image,1000.0,0.4965333333333333,0.49381443298969074,0.7759179265658748,6.943000078201294,0.00033426666259765627
8,"(48, 64)",blackwhite/full_image,0.001,0.49746666666666667,0.49746666666666667,1.0,11.226999998092651,0.0004698666572570801
8,"(48, 64)",blackwhite/full_image,0.01,0.49746666666666667,0.49746666666666667,1.0,10.838000059127808,0.0004369333267211914
8,"(48, 64)",blackwhite/full_image,0.1,0.4982666666666667,0.49002493765586036,0.21066738139908872,9.763000011444092,0.0004254666646321615
8,"(48, 64)",blackwhite/full_image,10.0,0.5078666666666667,0.5067159167226326,0.4044492093272581,11.45900011062622,0.00044013331731160483
8,"(48, 64)",blackwhite/full_image,100.0,0.5078666666666667,0.5067159167226326,0.4044492093272581,11.519000053405762,0.00047333332697550455
