i2i_by_feature,i2i_after_sign,i2i_prec_radius_2,i2i_recall_radius_2,i2i_map_radius_2,build_time,validation_time
0.5002697753049684,0.5002983891783561,0.5001037516561198,0.6987998848092153,0.5005010702177579,727.3167221546173,729.7409453392029
