i2i_by_feature,i2i_after_sign,i2i_prec_radius_2,i2i_recall_radius_2,i2i_map_radius_2,build_time,validation_time
0.5006790343165993,0.5006911603164953,0.5006552798936071,0.8133574594032478,0.5016773723225412,858.1255624294281,1092.0180552005768
