i2i_by_feature,i2i_after_sign,i2i_prec_radius_2,i2i_recall_radius_2,i2i_map_radius_2,build_time,validation_time
0.5003858312844336,0.5003509237264424,0.5000803147472662,0.4661958819294457,0.500679067049397,697.3870465755463,593.1198709011078
