i2i_by_feature,i2i_after_sign,i2i_prec_radius_2,i2i_recall_radius_2,i2i_map_radius_2,build_time,validation_time
0.500252452639259,0.5004902315747948,0.5001020950872662,0.8344295784337252,0.5003430038026055,746.4773139953613,758.8572142124176
