i2i_by_feature,i2i_after_sign,i2i_prec_radius_2,i2i_recall_radius_2,i2i_map_radius_2,build_time,validation_time
0.5004969684582606,0.5005911904357386,0.5005950026341988,0.6508507607391408,0.5015316066521626,665.6157100200653,607.9954204559326
