i2i_by_feature,i2i_after_sign,i2i_prec_radius_2,i2i_recall_radius_2,i2i_map_radius_2,build_time,validation_time
0.5004256782530687,0.500216914807548,0.5003110771171058,0.9562765410767138,0.5009837582397875,589.4371836185455,551.9279413223267
