Hash Size,Image Shape,Image Type,KNN Type,Neighbours,Accuracy,Fit Time,Average Query Time
16,"(28, 80)",color/full_image/not_smooth,hamming,4,0.4352,3.7680001258850098,0.001056139998435974
16,"(28, 80)",color/full_image/not_smooth,euclidean,20,0.5648,5.2190001010894775,0.0014343200016021728
16,"(28, 80)",color/full_image/not_smooth,hamming,20,0.5648,4.9659998416900635,0.001107039999961853
16,"(28, 80)",color/full_image/not_smooth,euclidean,50,0.5648,3.9169998168945312,0.0012353999996185302
16,"(28, 80)",color/full_image/not_smooth,hamming,50,0.5648,3.924999952316284,0.0010058599996566773
16,"(28, 80)",color/full_image/not_smooth,euclidean,100,0.5648,3.7929999828338623,0.0011992999982833863
16,"(28, 80)",color/full_image/not_smooth,hamming,100,0.5648,3.4620001316070557,0.0010913399982452393
16,"(28, 80)",color/full_image/not_smooth,euclidean,250,0.5648,4.648000001907349,0.0013338400030136108
16,"(28, 80)",color/full_image/not_smooth,hamming,250,0.5648,3.8410000801086426,0.0010251399993896485
16,"(28, 80)",grayscale/full_image,euclidean,1,0.50658,1.9049999713897705,0.0007215000009536743
16,"(28, 80)",grayscale/full_image,hamming,1,0.50658,1.7070000171661377,0.0006128000020980835
16,"(28, 80)",grayscale/full_image,euclidean,4,0.4352,1.755000114440918,0.0007713199996948242
16,"(28, 80)",grayscale/full_image,hamming,4,0.4352,1.7639999389648438,0.0006748800039291381
16,"(28, 80)",grayscale/full_image,euclidean,20,0.5651,1.806999921798706,0.0007999200010299683
16,"(28, 80)",grayscale/full_image,hamming,20,0.5651,1.8599998950958252,0.000683580002784729
16,"(28, 80)",grayscale/full_image,euclidean,50,0.56508,1.885000228881836,0.0008500799989700317
16,"(28, 80)",grayscale/full_image,hamming,50,0.56508,1.8220000267028809,0.0006917399978637695
16,"(28, 80)",grayscale/full_image,euclidean,100,0.5648,1.8229999542236328,0.0007972200012207031
16,"(28, 80)",grayscale/full_image,hamming,100,0.5648,1.7709999084472656,0.0005936400032043457
16,"(28, 80)",grayscale/full_image,euclidean,250,0.5648,1.7549998760223389,0.0008073799991607666
16,"(28, 80)",grayscale/full_image,hamming,250,0.5648,1.7060000896453857,0.0007482200002670288
16,"(28, 80)",blackwhite/full_image,euclidean,1,0.50666,5.134999990463257,0.0011316400003433228
16,"(28, 80)",blackwhite/full_image,hamming,1,0.50666,4.168999910354614,0.0009862000036239625
16,"(28, 80)",blackwhite/full_image,euclidean,4,0.51394,3.256999969482422,0.0008652199983596802
16,"(28, 80)",blackwhite/full_image,hamming,4,0.51394,3.2920000553131104,0.0009972599983215332
16,"(28, 80)",blackwhite/full_image,euclidean,20,0.55126,3.4040000438690186,0.0009126200008392334
16,"(28, 80)",blackwhite/full_image,hamming,20,0.55126,3.440999984741211,0.0010744400024414063
16,"(28, 80)",blackwhite/full_image,euclidean,50,0.55966,3.4010000228881836,0.0009503800010681152
16,"(28, 80)",blackwhite/full_image,hamming,50,0.55966,3.5149998664855957,0.0011077800035476685
16,"(28, 80)",blackwhite/full_image,euclidean,100,0.56312,3.4079999923706055,0.0009636199998855591
16,"(28, 80)",blackwhite/full_image,hamming,100,0.56312,3.25,0.0011244799995422364
16,"(28, 80)",blackwhite/full_image,euclidean,250,0.56602,3.865000009536743,0.001166579999923706
16,"(28, 80)",blackwhite/full_image,hamming,250,0.56602,3.384999990463257,0.001270659999847412
16,"(28, 80)",grayscale/string_image,euclidean,1,0.55042,2.7039999961853027,0.0006762799978256226
16,"(28, 80)",grayscale/string_image,hamming,1,0.55042,3.5169999599456787,0.0005721600008010865
16,"(28, 80)",grayscale/string_image,euclidean,4,0.46452,2.934000015258789,0.0006918400001525879
16,"(28, 80)",grayscale/string_image,hamming,4,0.46452,2.9509999752044678,0.0005778999996185303
16,"(28, 80)",grayscale/string_image,euclidean,20,0.55014,2.486999988555908,0.0005969400024414062
16,"(28, 80)",grayscale/string_image,hamming,20,0.55014,2.687000036239624,0.0004835200023651123
16,"(28, 80)",grayscale/string_image,euclidean,50,0.53408,2.88100004196167,0.0006067399978637695
16,"(28, 80)",grayscale/string_image,hamming,50,0.53408,2.497999906539917,0.00046394000053405764
16,"(28, 80)",grayscale/string_image,euclidean,100,0.5483,2.4620001316070557,0.0006325
16,"(28, 80)",grayscale/string_image,hamming,100,0.5483,2.6089999675750732,0.00047329999923706055
16,"(28, 80)",grayscale/string_image,euclidean,250,0.5698,2.4870002269744873,0.0006636799955368042
16,"(28, 80)",grayscale/string_image,hamming,250,0.5698,2.319999933242798,0.0005357000017166138
16,"(35, 32)",blackwhite/string_image,euclidean,1,0.53174,3.0970001220703125,0.0007140999984741211
16,"(35, 32)",blackwhite/string_image,hamming,1,0.53174,3.1670000553131104,0.00081996000289917
16,"(35, 32)",blackwhite/string_image,euclidean,4,0.48958,3.1389999389648438,0.0007225400018692017
16,"(35, 32)",blackwhite/string_image,hamming,4,0.48958,3.1430001258850098,0.0008542199993133545
16,"(35, 32)",blackwhite/string_image,euclidean,20,0.52964,3.7860000133514404,0.0008029800033569336
16,"(35, 32)",blackwhite/string_image,hamming,20,0.52964,3.072999954223633,0.0008887400007247925
16,"(35, 32)",blackwhite/string_image,euclidean,50,0.5506,3.188999891281128,0.0007793800020217895
16,"(35, 32)",blackwhite/string_image,hamming,50,0.5506,3.2710001468658447,0.0009398999977111817
16,"(35, 32)",blackwhite/string_image,euclidean,100,0.55272,3.629000186920166,0.000807519998550415
16,"(35, 32)",blackwhite/string_image,hamming,100,0.55272,3.375,0.0009776999998092652
16,"(35, 32)",blackwhite/string_image,euclidean,250,0.56166,3.379000186920166,0.0009307399988174439
16,"(35, 32)",blackwhite/string_image,hamming,250,0.56166,3.5139999389648438,0.0010655400037765503
16,"(35, 32)",color/full_image/not_smooth,euclidean,1,0.5648,3.2730000019073486,0.0010892799997329712
16,"(35, 32)",color/full_image/not_smooth,hamming,1,0.5648,3.9639999866485596,0.0008612200021743774
16,"(35, 32)",color/full_image/not_smooth,euclidean,4,0.43522,3.0179998874664307,0.0010534800004959107
16,"(35, 32)",color/full_image/not_smooth,hamming,4,0.43522,3.1589999198913574,0.000849700002670288
16,"(35, 32)",color/full_image/not_smooth,euclidean,20,0.5648,3.1369998455047607,0.0011445800018310547
16,"(35, 32)",color/full_image/not_smooth,hamming,20,0.5648,3.134000062942505,0.0008569999980926514
16,"(35, 32)",color/full_image/not_smooth,euclidean,50,0.5648,3.13700008392334,0.001093899998664856
16,"(35, 32)",color/full_image/not_smooth,hamming,50,0.5648,3.302999973297119,0.0009008400011062622
16,"(35, 32)",color/full_image/not_smooth,euclidean,100,0.5648,3.559000015258789,0.0011230999994277953
16,"(35, 32)",color/full_image/not_smooth,hamming,100,0.5648,3.546999931335449,0.0008792000007629394
16,"(35, 32)",color/full_image/not_smooth,euclidean,250,0.5648,3.4119999408721924,0.0011725600004196166
16,"(35, 32)",color/full_image/not_smooth,hamming,250,0.5648,3.244000196456909,0.0009672199964523315
16,"(35, 32)",grayscale/full_image,euclidean,1,0.56614,3.496999979019165,0.0011286600017547607
16,"(35, 32)",grayscale/full_image,hamming,1,0.56614,3.3380000591278076,0.0009070599985122681
16,"(35, 32)",grayscale/full_image,euclidean,4,0.4352,3.61899995803833,0.0011142999982833863
16,"(35, 32)",grayscale/full_image,hamming,4,0.4352,3.6549999713897705,0.0009203599977493286
16,"(35, 32)",grayscale/full_image,euclidean,20,0.4352,3.558000087738037,0.0010999599981307982
16,"(35, 32)",grayscale/full_image,hamming,20,0.4352,3.4660000801086426,0.0008991199970245362
16,"(35, 32)",grayscale/full_image,euclidean,50,0.56614,3.5160000324249268,0.0011345199966430663
16,"(35, 32)",grayscale/full_image,hamming,50,0.56614,3.4570000171661377,0.0009087199974060059
16,"(35, 32)",grayscale/full_image,euclidean,100,0.56614,3.3929998874664307,0.0012085000038146972
16,"(35, 32)",grayscale/full_image,hamming,100,0.56614,4.203999996185303,0.0009054400014877319
16,"(35, 32)",grayscale/full_image,euclidean,250,0.56614,3.0429999828338623,0.0010837400007247925
