i2i_by_feature,i2i_after_sign,i2i_prec_radius_2,i2i_recall_radius_2,i2i_map_radius_2,build_time,validation_time
0.5006671481392899,0.5004152292771624,0.5002878884588335,0.9183004559635228,0.5012538292600447,671.4437828063965,855.6746020317078
