i2i_by_feature,i2i_after_sign,i2i_prec_radius_2,i2i_recall_radius_2,i2i_map_radius_2,build_time,validation_time
0.5002156716072718,0.5002317932686032,0.500039933969543,0.9604222510199184,0.5002757445187686,789.1106915473938,917.100891828537
