i2i_by_feature,i2i_after_sign,i2i_prec_radius_2,i2i_recall_radius_2,i2i_map_radius_2,build_time,validation_time
0.500410464003,0.5004576936866029,0.5006077212124238,0.7414699624030077,0.5012476409742757,741.3623702526093,964.5323190689087
