i2i_by_feature,i2i_after_sign,i2i_prec_radius_2,i2i_recall_radius_2,i2i_map_radius_2,build_time,validation_time
0.5002032338084595,0.500160921587517,0.5017038911347794,0.9605839852811774,0.5023969839774384,711.375750541687,733.3284010887146
