Hash Size,Image Shape,Image Type,KNN Type,Neighbours,Accuracy,Fit Time,Average Query Time
8,"(64, 64)",grayscale/string_image,hamming,4,0.5004,0.09200000762939453,0.00011760000228881836
8,"(64, 64)",grayscale/string_image,euclidean,20,0.50872,0.08300018310546875,7.607999801635742e-05
8,"(64, 64)",grayscale/string_image,hamming,20,0.50864,0.09300017356872559,0.00012119998931884766
8,"(64, 64)",grayscale/string_image,euclidean,50,0.50248,0.0969998836517334,8.856000900268555e-05
8,"(64, 64)",grayscale/string_image,hamming,50,0.5024,0.08299994468688965,0.00012263999938964845
8,"(64, 64)",grayscale/string_image,euclidean,100,0.5036,0.07699990272521973,9.624000549316406e-05
8,"(64, 64)",grayscale/string_image,hamming,100,0.50352,0.08999991416931152,0.00013711999893188477
8,"(64, 64)",grayscale/string_image,euclidean,250,0.50344,0.09599995613098145,0.0001384000015258789
8,"(64, 64)",grayscale/string_image,hamming,250,0.50352,0.09100008010864258,0.00018472000122070312
8,"(48, 64)",blackwhite/string_image,euclidean,1,0.49072,0.09100008010864258,9.535999298095703e-05
8,"(48, 64)",blackwhite/string_image,hamming,1,0.49072,0.10600018501281738,0.00013
8,"(48, 64)",blackwhite/string_image,euclidean,4,0.49136,0.12299990653991699,9.760000228881836e-05
8,"(48, 64)",blackwhite/string_image,hamming,4,0.49136,0.1099998950958252,0.00012768001556396485
8,"(48, 64)",blackwhite/string_image,euclidean,20,0.49968,0.10099983215332031,9.440000534057617e-05
8,"(48, 64)",blackwhite/string_image,hamming,20,0.49968,0.10300016403198242,0.000122239990234375
8,"(48, 64)",blackwhite/string_image,euclidean,50,0.498,0.10100007057189941,9.399999618530274e-05
8,"(48, 64)",blackwhite/string_image,hamming,50,0.49888,0.1120002269744873,0.00013623998641967773
8,"(48, 64)",blackwhite/string_image,euclidean,100,0.4988,0.10600018501281738,0.00010871999740600586
8,"(48, 64)",blackwhite/string_image,hamming,100,0.498,0.10899996757507324,0.00015607999801635743
8,"(48, 64)",blackwhite/string_image,euclidean,250,0.49848,0.10899996757507324,0.00014423999786376953
8,"(48, 64)",blackwhite/string_image,hamming,250,0.50048,0.10899996757507324,0.00018751998901367188
8,"(48, 64)",color/string_image/not_smooth,euclidean,1,0.49912,0.04499983787536621,3.184000015258789e-05
8,"(48, 64)",color/string_image/not_smooth,hamming,1,0.49912,0.054000139236450195,9.06399917602539e-05
8,"(48, 64)",color/string_image/not_smooth,euclidean,4,0.50672,0.06000018119812012,3.487998962402344e-05
8,"(48, 64)",color/string_image/not_smooth,hamming,4,0.50688,0.04999995231628418,9.167999267578124e-05
8,"(48, 64)",color/string_image/not_smooth,euclidean,20,0.50656,0.053999900817871094,3.6960010528564455e-05
8,"(48, 64)",color/string_image/not_smooth,hamming,20,0.50672,0.04699993133544922,8.687999725341797e-05
8,"(48, 64)",color/string_image/not_smooth,euclidean,50,0.50832,0.04900002479553223,3.7679996490478515e-05
8,"(48, 64)",color/string_image/not_smooth,hamming,50,0.50824,0.05299997329711914,9.440000534057617e-05
8,"(48, 64)",color/string_image/not_smooth,euclidean,100,0.51144,0.057000160217285156,4.3999996185302736e-05
8,"(48, 64)",color/string_image/not_smooth,hamming,100,0.51144,0.051000118255615234,0.00010152000427246094
8,"(48, 64)",color/string_image/not_smooth,euclidean,250,0.5052,0.0559999942779541,8.104000091552735e-05
8,"(48, 64)",color/string_image/not_smooth,hamming,250,0.50672,0.04499983787536621,0.0001349600028991699
8,"(48, 64)",color/string_image/smooth,euclidean,1,0.4972,0.023000001907348633,1.536001205444336e-05
8,"(48, 64)",color/string_image/smooth,hamming,1,0.4972,0.01699995994567871,8.007999420166016e-05
8,"(48, 64)",color/string_image/smooth,euclidean,4,0.50216,0.019999980926513672,1.5679988861083983e-05
8,"(48, 64)",color/string_image/smooth,hamming,4,0.50216,0.023000001907348633,7.31199836730957e-05
8,"(48, 64)",color/string_image/smooth,euclidean,20,0.50424,0.02200007438659668,1.791999816894531e-05
8,"(48, 64)",color/string_image/smooth,hamming,20,0.50472,0.02200007438659668,8.104000091552735e-05
8,"(48, 64)",color/string_image/smooth,euclidean,50,0.50544,0.018000125885009766,2.2880001068115236e-05
8,"(48, 64)",color/string_image/smooth,hamming,50,0.50568,0.029999971389770508,8.383998870849609e-05
8,"(48, 64)",color/string_image/smooth,euclidean,100,0.50976,0.023000001907348633,2.8400001525878906e-05
8,"(48, 64)",color/string_image/smooth,hamming,100,0.508,0.02500009536743164,0.00010096000671386718
8,"(48, 64)",color/string_image/smooth,euclidean,250,0.5112,0.023999929428100586,7.056001663208007e-05
8,"(48, 64)",color/string_image/smooth,hamming,250,0.51,0.01900005340576172,0.00014399999618530275
8,"(48, 64)",color/full_image/not_smooth,euclidean,1,0.4996,0.07699990272521973,5.5440006256103516e-05
8,"(48, 64)",color/full_image/not_smooth,hamming,1,0.4996,0.08500003814697266,9.527999877929688e-05
8,"(48, 64)",color/full_image/not_smooth,euclidean,4,0.4996,0.06500005722045898,5.5119991302490234e-05
8,"(48, 64)",color/full_image/not_smooth,hamming,4,0.4996,0.056999921798706055,8.952001571655273e-05
8,"(48, 64)",color/full_image/not_smooth,euclidean,20,0.49952,0.06699991226196289,6.11199951171875e-05
8,"(48, 64)",color/full_image/not_smooth,hamming,20,0.49952,0.06299996376037598,8.879999160766602e-05
8,"(48, 64)",color/full_image/not_smooth,euclidean,50,0.47408,0.06700015068054199,5.6959991455078126e-05
8,"(48, 64)",color/full_image/not_smooth,hamming,50,0.47408,0.0559999942779541,9.400001525878906e-05
8,"(48, 64)",color/full_image/not_smooth,euclidean,100,0.47408,0.06399989128112793,6.376001358032226e-05
8,"(48, 64)",color/full_image/not_smooth,hamming,100,0.47408,0.06100010871887207,0.0001027199935913086
8,"(48, 64)",color/full_image/not_smooth,euclidean,250,0.52592,0.05000019073486328,0.00010128000259399414
8,"(48, 64)",color/full_image/not_smooth,hamming,250,0.52592,0.056999921798706055,0.00013656000137329103
