Hash Size,Image Shape,Image Type,C-Val,Accuracy,Precision,Recall,Fit Time,Average Query Time
8,"(128, 128)",blackwhite/string_image,0.001,0.5012,0.5339366515837104,0.09350237717908082,0.5750000476837158,0.0
8,"(128, 128)",blackwhite/string_image,0.002,0.5013333333333333,0.5327635327635327,0.09878499735868991,0.5799999237060547,0.0
8,"(128, 128)",blackwhite/string_image,0.0015,0.5014666666666666,0.5401709401709401,0.08346539883782356,0.5839998722076416,0.0
8,"(128, 128)",blackwhite/string_image,0.01,0.4952,0.0,0.0,0.5780000686645508,1.3332366943359376e-07
8,"(128, 128)",blackwhite/string_image,0.02,0.5048,0.5048,1.0,0.560999870300293,0.0
8,"(128, 128)",blackwhite/string_image,0.015,0.5048,0.5048,1.0,0.5659999847412109,0.0
8,"(128, 128)",blackwhite/string_image,0.1,0.5048,0.5048,1.0,0.5679998397827148,0.0
8,"(128, 128)",blackwhite/string_image,0.2,0.4952,0.0,0.0,0.5630002021789551,0.0
8,"(128, 128)",blackwhite/string_image,0.15,0.4952,0.0,0.0,0.5659999847412109,0.0
8,"(128, 128)",blackwhite/string_image,10.0,0.4952,0.0,0.0,0.5709998607635498,0.0
8,"(128, 128)",blackwhite/string_image,20.0,0.5048,0.5048,1.0,0.562999963760376,0.0
8,"(128, 128)",blackwhite/string_image,15.0,0.4952,0.0,0.0,0.562000036239624,0.0
8,"(128, 128)",blackwhite/string_image,100.0,0.49173333333333336,0.48,0.08240887480190175,0.5610001087188721,0.0
8,"(128, 128)",blackwhite/string_image,200.0,0.5048,0.5048,1.0,0.5559999942779541,0.0
8,"(128, 128)",blackwhite/string_image,150.0,0.5048,0.5048,1.0,0.5559999942779541,0.0
8,"(128, 128)",blackwhite/string_image,1000.0,0.5082666666666666,0.5071532846715329,0.9175911251980983,0.5540001392364502,1.3332366943359376e-07
8,"(128, 128)",blackwhite/string_image,2000.0,0.4952,0.0,0.0,0.5580000877380371,0.0
8,"(128, 128)",blackwhite/string_image,1500.0,0.5081333333333333,0.5071334019708781,0.9107237189646065,0.5559999942779541,1.3332366943359376e-07
8,"(128, 128)",color/string_image/not_smooth,0.001,0.5008,0.5228215767634855,0.03355525965379494,0.5600001811981201,0.0
8,"(128, 128)",color/string_image/not_smooth,0.002,0.5006666666666667,0.5006666666666667,1.0,0.5580000877380371,1.3332366943359376e-07
8,"(128, 128)",color/string_image/not_smooth,0.0015,0.5008,0.5228215767634855,0.03355525965379494,0.5540001392364502,0.0
8,"(128, 128)",color/string_image/not_smooth,0.01,0.5001333333333333,0.5294117647058824,0.014380825565912117,0.562000036239624,0.0
8,"(128, 128)",color/string_image/not_smooth,0.02,0.5006666666666667,0.5006666666666667,1.0,0.5550000667572021,0.0
8,"(128, 128)",color/string_image/not_smooth,0.015,0.5008,0.5228215767634855,0.03355525965379494,0.5590000152587891,0.0
8,"(128, 128)",color/string_image/not_smooth,0.1,0.5001333333333333,0.5294117647058824,0.014380825565912117,0.568000078201294,0.0
8,"(128, 128)",color/string_image/not_smooth,0.2,0.5006666666666667,0.5006666666666667,1.0,0.5559999942779541,0.0
8,"(128, 128)",color/string_image/not_smooth,0.15,0.5006666666666667,0.5006666666666667,1.0,0.5580000877380371,0.0
8,"(128, 128)",color/string_image/not_smooth,10.0,0.4996,1.0,0.0005326231691078562,0.556999921798706,0.0
8,"(128, 128)",color/string_image/not_smooth,20.0,0.5006666666666667,0.5006666666666667,1.0,0.560999870300293,0.0
8,"(128, 128)",color/string_image/not_smooth,15.0,0.4996,1.0,0.0005326231691078562,0.5740001201629639,0.0
8,"(128, 128)",color/string_image/not_smooth,100.0,0.4996,1.0,0.0005326231691078562,0.559999942779541,0.0
8,"(128, 128)",color/string_image/not_smooth,200.0,0.4996,1.0,0.0005326231691078562,0.5559999942779541,0.0
8,"(128, 128)",color/string_image/not_smooth,150.0,0.5006666666666667,0.5006666666666667,1.0,0.5550000667572021,0.0
8,"(128, 128)",color/string_image/not_smooth,1000.0,0.5006666666666667,0.5006666666666667,1.0,0.5590000152587891,0.0
8,"(128, 128)",color/string_image/not_smooth,2000.0,0.5006666666666667,0.5006666666666667,1.0,0.5750000476837158,0.0
8,"(128, 128)",color/string_image/not_smooth,1500.0,0.5006666666666667,0.5006666666666667,1.0,0.5580000877380371,0.0
8,"(128, 128)",color/string_image/smooth,0.001,0.5056,0.5003639010189228,0.7408405172413793,0.565000057220459,0.0
8,"(128, 128)",color/string_image/smooth,0.002,0.5050666666666667,0.0,0.0,0.5539999008178711,0.0
8,"(128, 128)",color/string_image/smooth,0.0015,0.5056,0.5003639010189228,0.7408405172413793,0.5559999942779541,0.0
8,"(128, 128)",color/string_image/smooth,0.01,0.5050666666666667,0.0,0.0,0.554999828338623,0.0
8,"(128, 128)",color/string_image/smooth,0.02,0.5050666666666667,0.0,0.0,0.557999849319458,0.0
8,"(128, 128)",color/string_image/smooth,0.015,0.5050666666666667,0.0,0.0,0.5530002117156982,0.0
8,"(128, 128)",color/string_image/smooth,0.1,0.5050666666666667,0.0,0.0,0.5559999942779541,0.0
8,"(128, 128)",color/string_image/smooth,0.2,0.49493333333333334,0.49493333333333334,1.0,0.556999921798706,0.0
8,"(128, 128)",color/string_image/smooth,0.15,0.49866666666666665,0.496044825313118,0.8108836206896551,0.5529999732971191,0.0
8,"(128, 128)",color/string_image/smooth,10.0,0.5050666666666667,0.0,0.0,0.5570001602172852,1.3332366943359376e-07
8,"(128, 128)",color/string_image/smooth,20.0,0.5050666666666667,0.0,0.0,0.5520000457763672,1.3332366943359376e-07
8,"(128, 128)",color/string_image/smooth,15.0,0.49773333333333336,0.4962313279429903,0.9754849137931034,0.557999849319458,0.0
8,"(128, 128)",color/string_image/smooth,100.0,0.504,0.49523809523809526,0.11206896551724138,0.557999849319458,0.0
8,"(128, 128)",color/string_image/smooth,200.0,0.49493333333333334,0.49493333333333334,1.0,0.5590000152587891,0.0
8,"(128, 128)",color/string_image/smooth,150.0,0.49493333333333334,0.49493333333333334,1.0,0.5540001392364502,0.0
8,"(128, 128)",color/string_image/smooth,1000.0,0.5050666666666667,0.0,0.0,0.5559999942779541,0.0
8,"(128, 128)",color/string_image/smooth,2000.0,0.5050666666666667,0.0,0.0,0.5570001602172852,1.3332366943359376e-07
8,"(128, 128)",color/string_image/smooth,1500.0,0.49466666666666664,0.48055832502492524,0.25969827586206895,0.554999828338623,0.0
