i2i_by_feature,i2i_after_sign,i2i_prec_radius_2,i2i_recall_radius_2,i2i_map_radius_2,build_time,validation_time
0.5001793715501437,0.5001793715501437,0.5,1.0,0.5001788939354785,878.2384412288666,920.902913570404
