i2i_by_feature,i2i_after_sign,i2i_prec_radius_2,i2i_recall_radius_2,i2i_map_radius_2,build_time,validation_time
0.5008928923736821,0.5011314173037861,0.500338516696372,0.7381508999280058,0.5012254816830077,725.9589314460754,826.9052498340607
