i2i_by_feature,i2i_after_sign,i2i_prec_radius_2,i2i_recall_radius_2,i2i_map_radius_2,build_time,validation_time
0.5002158937023548,0.5001970262113936,0.5022733568504684,0.8608496664266859,0.5033732321412769,922.6149649620056,1151.151353597641
