i2i_by_feature,i2i_after_sign,i2i_prec_radius_2,i2i_recall_radius_2,i2i_map_radius_2,build_time,validation_time
0.5004283403992227,0.5011795086675082,0.5007800908102041,0.5805107239420847,0.5011701120147977,867.2269155979156,1094.6610713005066
