i2i_by_feature,i2i_after_sign,i2i_prec_radius_2,i2i_recall_radius_2,i2i_map_radius_2,build_time,validation_time
0.5005287019466582,0.5005706817541221,0.501002058885708,0.7275193216542677,0.5016556338474976,670.3811197280884,624.661514043808
